draft_round,draft_pick,team,player_name,Pos,age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,rec_yards,rec_td,Int,Att.1,Yds.1,TD.1,rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Unnamed: 28,-9999,rookie_year,Unnamed: 0,Rookie Year,avg_depth_of_target,avoided_tackles,caught_percent,grades_offense,longest,routes_run,targeted_qb_rating,targets,yac,yards_after_catch_per_reception,yards_per_reception,yprr,ypt,"1,000 Yard Seasons",contested_catch_pct,drop_rate,grades_hands_drop,player_name_rec,player_id,position,team_rec,player_game_count,avg_depth_of_target_rec,avoided_tackles_rec,caught_percent_rec,contested_catch_pct_rec,contested_receptions,contested_targets,declined_penalties,drop_rate_rec,drops,first_downs,franchise_id,fumbles,grades_hands_drop_rec,grades_hands_fumble,grades_offense_rec,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest_rec,pass_block_rate,pass_blocks,pass_plays,penalties,rec_rec,route_rate,routes_run_rec,slot_rate,slot_snaps,targeted_qb_rating_rec,targets_rec,rec_td_rec,wide_rate,wide_snaps,rec_yards_rec,yac_rec,yards_after_catch_per_reception_rec,yards_per_reception_rec,yprr_rec,season,has_1000_yard_season,thousand_yard_seasons,catch_rate,yards_per_route_run
3.0,75.0,ATL,Laurent Robinson,WR,22.0,2012.0,0.0,0.0,1.0,16.0,4.0,59.0,0.0,0.0,0.0,0.0,0.0,2.0,-14.0,0.0,167.0,2110.0,15.0,1.0,,,Illinois St.,,RobiLa01,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,76.0,SFO,Jason Hill,WR,22.0,2012.0,0.0,0.0,1.0,9.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,78.0,1043.0,9.0,13.0,,,Washington St.,College Stats,HillJa00,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,78.0,GNB,James Jones,WR,23.0,2015.0,0.0,0.0,4.0,46.0,43.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,5861.0,51.0,1.0,,,San Jose St.,College Stats,JoneJa04,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,79.0,JAC,Mike Sims Walker,WR,22.0,2011.0,0.0,0.0,2.0,16.0,16.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,1798.0,14.0,2.0,,,Central Florida,College Stats,WalkMi01,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,80.0,TEN,Paul Williams,WR,23.0,2008.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,,,,Fresno St.,College Stats,WillPa00,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,99.0,OAK,Johnnie Lee Higgins,WR,23.0,2010.0,0.0,0.0,0.0,9.0,9.0,60.0,0.0,0.0,0.0,0.0,0.0,7.0,58.0,0.0,57.0,779.0,4.0,3.0,,,Texas-El Paso,,HiggJo00,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,118.0,CAR,Ryne Robinson,WR,22.0,2007.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,1.0,,,Miami (OH),College Stats,RobiRy00,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,128.0,TEN,Chris Davis,WR,23.0,2008.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,7.0,69.0,0.0,2.0,,,Florida St.,College Stats,DaviCh02,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,142.0,ARI,Steve Breaston,WR,24.0,2012.0,0.0,0.0,3.0,26.0,22.0,86.0,1.0,2.0,17.0,0.0,0.0,10.0,120.0,0.0,255.0,3387.0,9.0,2.0,,,Michigan,College Stats,BreaSt00,2007.0,,,,,,,,0.0,,0.0,0.0,,0.06666666666666667,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0
5.0,146.0,MIN,Aundrae Allison,WR,21.0,2008.0,0.0,0.0,0.0,3.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,18.0,231.0,0.0,,,,East Carolina,College Stats,AlliAu00,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,157.0,GNB,David Clowney,WR,22.0,2010.0,0.0,0.0,0.0,3.0,,28.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,22.0,341.0,1.0,1.0,,,Virginia Tech,College Stats,ClowDa00,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,169.0,IND,Roy Hall,WR,23.0,2008.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,4.0,,,Ohio St.,College Stats,HallRo02,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,172.0,SDG,Legedu Naanee,WR,23.0,2012.0,0.0,0.0,2.0,13.0,8.0,73.0,2.0,2.0,48.0,0.0,0.0,6.0,5.0,0.0,108.0,1232.0,4.0,14.0,,,Boise St.,College Stats,NaanLe00,2007.0,,,,,,,,0.0,,0.0,0.0,,0.4444444444444444,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,188.0,TEN,Joel Filani,WR,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,,,,,Texas Tech,College Stats,-9999,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,197.0,SEA,Courtney Taylor,WR,23.0,2008.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,136.0,0.0,4.0,,,Auburn,College Stats,TaylCo00,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,210.0,SEA,Jordan Kent,WR,23.0,2009.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,,,Oregon,College Stats,KentJo20,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,227.0,PIT,Dallas Baker,WR,24.0,2008.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,,,,Florida,College Stats,BakeDa01,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,229.0,JAC,John Broussard,WR,23.0,2007.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,126.0,1.0,,,,San Jose St.,College Stats,BrouJo00,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,233.0,MIN,Chandler Williams,WR,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,,,,,Florida International,College Stats,-9999,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,234.0,CLE,Syndric Steptoe,WR,22.0,2008.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,182.0,0.0,,,,Arizona,College Stats,StepSy20,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,235.0,NYJ,Chansi Stuckey,WR,23.0,2011.0,0.0,0.0,0.0,10.0,5.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,1.0,106.0,1062.0,5.0,1.0,,,Clemson,College Stats,StucCh20,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,249.0,STL,Derek Stanley,WR,22.0,2009.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,6.0,119.0,1.0,2.0,,,WisconsinWhitewater,,StanDe00,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,254.0,OAK,Jonathan Holland,WR,22.0,2009.0,0.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,Louisiana Tech,College Stats,HollJo01,2007.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2.0,33.0,STL,Donnie Avery,WR,24.0,2014.0,0.0,0.0,4.0,21.0,8.0,77.0,0.0,0.0,0.0,0.0,0.0,20.0,114.0,1.0,218.0,2861.0,14.0,,,,Houston,College Stats,AverDo00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2.0,34.0,WAS,Devin Thomas,WR,21.0,2011.0,0.0,0.0,1.0,4.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,51.0,1.0,43.0,482.0,3.0,14.0,,,Michigan St.,College Stats,ThomDe02,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2.0,36.0,GNB,Jordy Nelson,WR,23.0,2018.0,0.0,1.0,7.0,73.0,69.0,151.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,613.0,8587.0,72.0,5.0,,,Kansas St.,College Stats,NelsJo00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,0.0
2.0,41.0,BUF,James Hardy,WR,22.0,2009.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,96.0,2.0,,,,Indiana,College Stats,HardJa00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2.0,42.0,DEN,Eddie Royal,WR,22.0,2016.0,0.0,0.0,6.0,35.0,19.0,116.0,0.0,1.0,0.0,0.0,0.0,35.0,275.0,0.0,408.0,4357.0,28.0,3.0,,,Virginia Tech,College Stats,RoyaEd00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2.0,46.0,CIN,Jerome Simpson,WR,22.0,2015.0,0.0,0.0,3.0,18.0,9.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,150.0,2058.0,9.0,,,,Coastal Carolina,,SimpJe00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2.0,49.0,PHI,Desean Jackson,WR,21.0,2022.0,0.0,3.0,11.0,75.0,52.0,183.0,0.0,1.0,0.0,0.0,1.0,72.0,463.0,4.0,641.0,11263.0,58.0,3.0,,,California,College Stats,JackDe00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,0.0,0.0
2.0,51.0,WAS,Malcolm Kelly,WR,21.0,2009.0,0.0,0.0,1.0,3.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,365.0,0.0,,,,Oklahoma,College Stats,KellMa01,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2.0,53.0,PIT,Limas Sweed,WR,23.0,2009.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,69.0,0.0,2.0,,,Texas,College Stats,SweeLi00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2.0,58.0,TAM,Dexter Jackson,WR,22.0,2008.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Appalachian St.,,JackDe01,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,70.0,CHI,Earl Bennett,WR,21.0,2013.0,0.0,0.0,1.0,19.0,19.0,78.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,185.0,2277.0,12.0,2.0,,,Vanderbilt,College Stats,BennEa00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,81.0,ARI,Early Doucet,WR,22.0,2012.0,0.0,0.0,0.0,10.0,10.0,54.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,139.0,1491.0,7.0,9.0,,,LSU,College Stats,DoucEa00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,84.0,ATL,Harry Douglas,WR,23.0,2017.0,0.0,0.0,2.0,31.0,28.0,118.0,0.0,0.0,0.0,0.0,0.0,18.0,65.0,1.0,310.0,3759.0,10.0,,,,Louisville,College Stats,DougHa00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0
3.0,95.0,NYG,Mario Manningham,WR,22.0,2013.0,0.0,0.0,4.0,22.0,18.0,67.0,0.0,0.0,0.0,0.0,0.0,5.0,54.0,0.0,211.0,2849.0,19.0,2.0,,,Michigan,College Stats,MannMa01,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
3.0,97.0,CIN,Andre Caldwell,WR,23.0,2015.0,0.0,0.0,0.0,12.0,10.0,105.0,0.0,0.0,0.0,0.0,0.0,12.0,97.0,0.0,156.0,1509.0,11.0,12.0,,,Florida,College Stats,CaldAn00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,105.0,KAN,Will Franklin,WR,22.0,2008.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,83.0,0.0,,,,Missouri,College Stats,FranWi00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,106.0,BAL,Marcus Smith,WR,23.0,2010.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,New Mexico,College Stats,SmitMa01,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,125.0,OAK,Arman Shields,WR,23.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,,,,,Richmond,,ShieAr00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,126.0,TEN,Lavelle Hawkins,WR,22.0,2013.0,0.0,0.0,0.0,7.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,771.0,1.0,8.0,,,California,College Stats,HawkLa00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4.0,128.0,STL,Keenan Burton,WR,23.0,2009.0,0.0,0.0,1.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,38.0,425.0,1.0,7.0,,,Kentucky,College Stats,BurtKe00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,136.0,DET,Kenny Moore,WR,23.0,2010.0,0.0,0.0,0.0,1.0,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,59.0,0.0,,,,Wake Forest,College Stats,MoorKe00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5.0,153.0,NWE,Matthew Slater,WR,22.0,2023.0,2.0,10.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,46.0,0.0,138.0,,,UCLA,College Stats,SlatMa00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,171.0,NYJ,Marcus Henry,WR,22.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,,,,,Kansas,College Stats,HenrMa00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,174.0,SFO,Josh Morgan,WR,23.0,2014.0,0.0,0.0,5.0,21.0,13.0,93.0,0.0,1.0,0.0,0.0,0.0,14.0,146.0,0.0,209.0,2558.0,12.0,6.0,,,Virginia Tech,College Stats,MorgJo00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,182.0,KAN,Kevin Robinson,WR,23.0,2008.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Utah St.,College Stats,RobiKe00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,191.0,CLE,Paul Hubbard,WR,23.0,2010.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,,,,Wisconsin,College Stats,HubbPa00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,193.0,MIN,Jaymar Johnson,WR,24.0,2011.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,,,,Jackson St.,,JohnJa01,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
6.0,205.0,IND,Pierre Garcon,WR,22.0,2018.0,0.0,0.0,10.0,54.0,21.0,148.0,0.0,1.0,0.0,0.0,0.0,12.0,72.0,0.0,628.0,7854.0,38.0,7.0,,,Mount Union,,GarcPi00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0
7.0,215.0,BAL,Justin Harper,WR,23.0,2009.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Virginia Tech,College Stats,HarpJu01,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,217.0,GNB,Brett Swain,WR,23.0,2011.0,0.0,0.0,0.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,87.0,0.0,6.0,,,San Diego St.,College Stats,SwaiBr00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,224.0,BUF,Stevie Johnson,WR,21.0,2015.0,0.0,0.0,5.0,33.0,29.0,99.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,381.0,4764.0,34.0,3.0,,,Kentucky,College Stats,JohnSt00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,226.0,OAK,Chaz Schilens,WR,22.0,2012.0,0.0,0.0,1.0,7.0,6.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,100.0,1191.0,9.0,4.0,,,San Diego St.,College Stats,SchiCh00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,237.0,NOR,Adrian Arrington,WR,22.0,2011.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,110.0,0.0,,,,Michigan,College Stats,ArriAd00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,246.0,CIN,Mario Urrutia,WR,22.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,,,,,Louisville,College Stats,UrruMa00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
7.0,248.0,CHI,Marcus Monk,WR,22.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,,,,,,Arkansas,College Stats,MonkMa00,2008.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.0,7.0,OAK,Darrius Heyward Bey,WR,22.0,2018.0,0.0,0.0,5.0,23.0,17.0,144.0,0.0,0.0,0.0,0.0,0.0,15.0,194.0,2.0,202.0,2897.0,16.0,17.0,,,Maryland,College Stats,HeywDa00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1.0,10.0,SFO,Michael Crabtree,WR,21.0,2019.0,0.0,0.0,10.0,53.0,33.0,143.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,637.0,7499.0,54.0,,,,Texas Tech,College Stats,CrabMi00,2009.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0
